house_id,dt,n_bedrooms,n_bathrooms,n_floors,S_above,S_basement,S_living,S_lot,lat,long,year_built,status,price_target
102609,2014-10-25,4,1.5,1.0,790,790,1580,6200,47.4971,-122.24,1944,3,159075.0
103005,2014-10-16,3,1.0,1.0,1200,0,1200,5404,47.6969,-122.368,1937,3,375000.0
107704,2015-03-27,2,1.5,2.0,900,200,1100,1228,47.5538,-122.28200000000001,2007,3,343000.0
105687,2014-08-26,4,2.5,1.5,3490,0,3490,9030,47.3198,-122.38600000000001,1969,4,414000.0
110970,2014-08-06,2,1.75,1.0,1270,0,1270,7500,47.6186,-122.06299999999999,1982,4,365000.0
103814,2014-12-17,4,3.75,2.0,3370,0,3370,6766,47.7063,-122.10600000000001,2005,3,800000.0
112085,2014-12-22,4,2.5,1.0,1500,960,2460,7800,47.3081,-122.384,1977,3,261500.0
101094,2015-01-05,4,2.5,2.0,3870,0,3870,50965,47.3109,-122.045,2007,3,600000.0
100368,2014-10-01,4,4.0,2.0,2120,730,2850,2970,47.547,-122.01,1999,3,620000.0
119117,2014-05-02,4,1.0,1.0,1450,0,1450,8800,47.5746,-122.135,1954,4,435000.0
105096,2015-04-02,3,2.5,2.0,2710,0,2710,6174,47.512,-122.17399999999999,1998,3,564450.0
102269,2014-11-24,3,2.5,2.0,3170,0,3170,7187,47.6934,-122.166,2005,3,720000.0
111188,2014-07-02,3,2.0,1.0,1110,0,1110,7231,47.4036,-122.191,1991,4,223000.0
117877,2015-03-12,4,2.5,2.0,2233,0,2233,6025,47.2599,-122.256,2012,3,317500.0
116205,2014-07-10,5,3.25,2.0,3860,370,4230,10260,47.5503,-122.081,1996,3,847700.0
109237,2015-05-02,4,2.5,2.0,3200,0,3200,6691,47.367,-122.031,2002,3,422000.0
111909,2015-02-24,3,1.75,3.0,1590,0,1590,1113,47.6691,-122.402,2014,3,609500.0
114669,2014-11-11,3,1.75,1.0,1430,0,1430,11761,47.6686,-122.15700000000001,1964,4,462600.0
114250,2015-05-06,3,2.25,2.0,1750,210,1960,1985,47.5417,-122.289,2003,3,330000.0
106838,2014-05-08,3,2.5,2.0,1190,0,1190,3000,47.4933,-122.275,2002,3,229000.0
121006,2014-05-16,2,1.0,1.0,1700,320,2020,7200,47.506,-122.384,1947,4,720000.0
119828,2014-06-09,3,1.75,1.0,1110,530,1640,13500,47.7164,-122.304,1940,3,450000.0
118439,2014-08-19,4,2.25,1.0,1460,700,2160,8817,47.7595,-122.35600000000001,1965,3,335000.0
107223,2015-01-22,4,2.25,2.0,2140,0,2140,8874,47.2654,-122.21700000000001,1986,3,329950.0
106355,2014-07-28,3,2.0,1.0,1420,1000,2420,8800,47.4322,-122.291,1959,4,298500.0
102464,2014-11-14,3,2.5,2.0,960,130,1090,1139,47.5664,-122.369,2009,3,335000.0
107777,2014-08-28,5,2.5,2.0,2760,0,2760,11340,47.4769,-122.141,1978,4,380000.0
121238,2015-02-26,2,1.5,2.0,1260,0,1260,2625,47.6747,-122.15100000000001,1983,4,401000.0
119819,2014-07-30,4,2.5,2.0,2340,0,2340,8248,47.6314,-122.03,1989,3,569500.0
100534,2014-07-21,3,1.0,1.0,1140,570,1710,5000,47.5719,-122.385,1921,5,502000.0
106893,2014-09-17,3,3.0,3.0,3040,0,3040,5067,47.5409,-122.26700000000001,1993,3,653000.0
105867,2015-01-13,3,1.0,1.0,1000,0,1000,19969,47.6745,-122.197,1951,3,725000.0
111393,2014-08-08,3,2.25,2.0,2410,600,3010,9600,47.7671,-122.26299999999999,1978,3,499000.0
121466,2014-06-18,1,1.0,1.0,720,0,720,4800,47.5303,-122.27,1914,3,190000.0
110406,2014-10-10,4,2.0,1.0,2490,0,2490,339332,47.2725,-121.929,2002,3,590000.0
107438,2014-07-11,4,3.25,2.0,3030,390,3420,6752,47.516999999999996,-121.876,2012,3,635000.0
107954,2014-07-24,3,2.5,2.0,1840,290,2130,5088,47.7329,-121.976,2011,3,395000.0
101349,2014-07-07,3,2.75,2.0,1690,140,1830,1850,47.5307,-122.074,2011,3,593000.0
115124,2014-11-25,4,1.0,1.0,950,690,1640,10455,47.2974,-122.366,1963,3,218000.0
119382,2014-09-19,3,1.0,1.5,1160,640,1800,4005,47.6876,-122.38,1929,4,556000.0
106934,2015-02-13,3,4.25,2.0,3840,0,3840,6161,47.6336,-122.064,2000,3,868700.0
114012,2014-09-16,3,1.0,1.0,1390,0,1390,8333,47.7652,-122.31,1982,3,315000.0
104811,2014-11-17,4,2.25,1.0,1680,500,2180,7000,47.4651,-122.19200000000001,1969,3,318000.0
106015,2014-05-22,4,2.5,2.0,2052,0,2052,3723,47.2824,-122.295,2014,3,349900.0
111539,2014-08-11,3,1.75,1.0,1050,390,1440,4000,47.5329,-122.354,1979,4,295000.0
120297,2014-08-06,4,2.5,2.0,2040,0,2040,7412,47.6347,-122.02600000000001,1988,3,545000.0
101721,2014-07-20,3,1.75,1.0,1280,1090,2370,6360,47.5039,-122.24,1954,3,385000.0
104651,2014-06-24,2,1.0,1.0,750,0,750,5120,47.5312,-122.375,1941,4,300000.0
118990,2015-04-13,3,2.5,2.0,1820,0,1820,2935,47.6018,-122.021,1999,3,456000.0
111943,2014-09-12,2,2.0,2.0,1090,0,1090,1357,47.7526,-122.244,1990,3,249000.0
119961,2014-09-22,3,1.75,1.0,1630,540,2170,10018,47.3087,-122.264,1978,4,260000.0
110158,2015-04-03,4,2.25,2.0,2440,330,2770,5320,47.5283,-122.385,2013,3,950000.0
110048,2014-12-11,3,1.75,1.0,1880,0,1880,30346,47.3515,-122.291,1988,3,310000.0
105756,2014-09-04,3,1.0,1.0,1220,0,1220,22443,47.2633,-122.245,1972,4,201000.0
110462,2014-08-27,3,2.25,2.0,1050,300,1350,944,47.5997,-122.31200000000001,2007,3,388500.0
100293,2014-09-18,4,1.5,1.5,1610,300,1910,5000,47.6597,-122.29,1912,3,657500.0
119220,2014-10-10,2,1.0,1.0,910,0,910,9000,47.526,-121.81,1923,3,244500.0
110562,2015-04-17,2,2.5,1.0,2320,0,2320,9311,47.7226,-122.03,2007,3,694000.0
115571,2014-07-21,3,1.0,1.0,1040,480,1520,8600,47.5134,-122.335,1951,3,210000.0
118741,2015-03-20,3,2.25,2.0,1440,0,1440,6232,47.5658,-122.01799999999999,1985,3,432250.0
113276,2014-11-13,2,1.0,1.0,790,0,790,5024,47.6833,-122.395,1941,4,425000.0
108073,2014-05-02,3,2.25,2.0,1970,0,1970,35100,47.4635,-121.991,1977,4,437500.0
105623,2014-09-29,3,2.5,1.5,1660,560,2220,6380,47.6974,-122.31299999999999,1931,4,650000.0
110142,2015-04-06,4,2.5,2.0,2770,0,2770,4432,47.4541,-122.117,2004,3,438800.0
111151,2015-01-13,2,1.0,1.0,670,0,670,6300,47.5145,-122.374,1942,4,272000.0
102964,2014-06-12,4,1.75,1.5,1090,790,1880,3880,47.6635,-122.36200000000001,1944,4,560000.0
111426,2014-06-25,4,1.75,2.0,3990,0,3990,13470,47.5305,-122.131,2006,3,1200000.0
106499,2015-02-09,3,2.5,2.0,2710,0,2710,5733,47.3357,-122.171,2003,3,275000.0
118263,2015-04-03,4,2.5,2.0,2710,1200,3910,8442,47.3766,-122.027,2000,3,489000.0
117419,2015-01-21,4,3.5,2.0,3720,0,3720,13591,47.536,-121.85799999999999,2004,3,760000.0
104995,2014-10-03,3,1.5,2.0,2040,0,2040,3960,47.6658,-122.355,1928,5,857500.0
101382,2015-02-19,4,3.5,2.0,2910,0,2910,5260,47.5168,-121.883,2012,3,645000.0
118562,2014-11-10,5,3.75,2.0,2190,1100,3290,6480,47.653,-122.415,1938,5,1385000.0
102433,2015-02-11,3,1.75,2.0,1270,0,1270,8991,47.3563,-122.149,1981,3,140000.0
120337,2014-06-19,3,1.0,1.5,1210,0,1210,4731,47.6865,-122.397,1901,3,285000.0
102496,2014-10-09,2,1.0,1.0,720,0,720,6345,47.5201,-122.35,1943,3,240000.0
105874,2014-05-06,4,2.0,1.0,1300,0,1300,7054,47.5071,-122.369,1950,3,312000.0
116727,2014-08-13,4,4.5,2.0,1990,1190,3180,4606,47.6402,-122.405,1929,4,1050000.0
112995,2014-08-25,4,3.25,3.0,2950,370,3320,8587,47.691,-122.337,2008,3,1000000.0
105482,2014-12-26,3,2.75,1.0,1050,0,1050,7200,47.7163,-122.303,1985,3,473000.0
101803,2014-11-05,3,1.75,1.0,1210,0,1210,7000,47.4572,-122.169,1975,3,300000.0
109858,2014-06-03,3,1.75,1.0,1970,0,1970,10270,47.3619,-122.285,1966,4,268000.0
107528,2015-04-28,3,2.0,1.0,930,670,1600,10318,47.7466,-122.34700000000001,1941,3,385000.0
104309,2014-11-03,4,2.5,1.0,1530,1330,2860,9159,47.6923,-122.2,1989,4,750500.0
115189,2014-05-22,2,1.0,1.5,590,0,590,10945,47.3364,-122.03299999999999,1983,3,398000.0
108220,2014-09-03,3,2.5,1.0,2330,0,2330,15536,47.655,-122.087,1996,3,665000.0
105211,2014-10-17,4,1.75,1.5,1500,0,1500,6820,47.6794,-122.37,1905,5,782000.0
112424,2015-04-29,3,2.5,2.0,2594,0,2594,4455,47.3054,-122.27600000000001,2012,3,351000.0
113643,2014-05-16,3,2.5,2.0,2370,0,2370,7875,47.5427,-121.863,2003,3,522500.0
109563,2015-04-21,2,1.0,1.0,1120,0,1120,35500,47.2411,-122.04299999999999,1961,5,243950.0
105402,2015-03-18,3,2.5,2.0,1770,0,1770,6187,47.4034,-122.189,1992,3,245000.0
101513,2015-03-12,3,2.25,1.0,1180,500,1680,7262,47.713,-122.225,1973,5,530000.0
118882,2015-02-10,5,2.5,2.0,3400,0,3400,9500,47.5645,-122.08200000000001,1977,4,1280000.0
114399,2014-05-28,3,2.5,1.5,2000,300,2300,5500,47.5785,-122.29299999999999,1921,4,635000.0
108662,2014-06-24,3,2.25,1.5,1810,1250,3060,9950,47.57899999999999,-122.28399999999999,1930,4,970000.0
119115,2015-01-15,1,1.75,1.0,770,250,1020,4512,47.6724,-122.266,1937,3,435500.0
105500,2014-05-09,4,2.75,1.0,1170,800,1970,7213,47.4424,-122.126,1977,3,323000.0
109448,2015-03-10,5,2.5,1.0,1580,1580,3160,8000,47.5735,-122.208,1960,4,820000.0
116844,2014-07-17,3,2.5,2.0,1910,0,1910,3427,47.6324,-122.11,2001,3,615000.0
106577,2015-04-23,4,1.75,1.0,1500,1000,2500,8725,47.6304,-122.205,1966,4,965800.0
120407,2014-08-20,4,2.25,1.0,1770,0,1770,7000,47.7193,-122.21799999999999,1972,5,480000.0
117634,2014-06-13,3,1.0,1.5,1430,400,1830,3000,47.6619,-122.351,1926,3,499950.0
120197,2015-04-07,4,2.5,1.5,1170,690,1860,3840,47.6886,-122.359,1928,3,715000.0
103899,2014-11-03,4,2.0,1.5,1480,520,2000,6250,47.5532,-122.389,1930,3,465000.0
116873,2014-09-09,5,2.0,1.0,1380,1380,2760,6420,47.5396,-122.27600000000001,1964,5,399950.0
101296,2015-03-25,3,2.0,1.0,890,650,1540,3600,47.6103,-122.296,1994,3,500000.0
101571,2014-10-06,3,1.75,1.0,2040,0,2040,273556,47.4361,-122.469,1997,3,467500.0
120624,2014-09-24,4,3.0,2.0,2190,0,2190,5085,47.5693,-122.00200000000001,1992,4,520000.0
102546,2015-05-14,5,3.0,2.0,3223,0,3223,6371,47.3584,-122.163,2014,3,479349.0
114465,2015-01-12,3,1.75,1.0,1770,0,1770,16909,47.4458,-122.134,1977,5,419950.0
110492,2014-10-30,3,2.0,1.5,1710,500,2210,5000,47.6754,-122.35700000000001,1909,3,685000.0
101741,2014-10-17,3,2.5,2.0,1690,0,1690,3129,47.6875,-122.04299999999999,2002,3,442500.0
103355,2014-07-08,3,2.5,1.0,1750,1730,3480,7800,47.7047,-122.37799999999999,1941,4,950000.0
103614,2014-07-09,2,1.0,1.0,780,0,780,3910,47.566,-122.38,1918,3,380000.0
104465,2014-05-05,5,2.0,1.0,1540,300,1840,9240,47.7308,-122.34,1942,4,435000.0
106961,2014-07-01,5,3.25,2.0,2510,840,3350,4000,47.6645,-122.291,1997,4,1110000.0
105468,2014-12-16,2,1.0,1.0,910,0,910,4800,47.5536,-122.37700000000001,1923,4,422500.0
103914,2015-02-05,5,2.75,1.5,2790,0,2790,7600,47.4999,-122.165,1965,4,359900.0
119126,2014-12-15,3,2.5,2.0,2070,0,2070,4944,47.6256,-122.28399999999999,1930,3,1250000.0
115503,2014-12-17,4,1.5,1.5,1360,0,1360,8100,47.4931,-122.305,1962,3,201000.0
113414,2014-07-02,3,2.25,1.5,1200,700,1900,3960,47.6122,-122.29799999999999,1905,3,580000.0
107998,2014-05-15,4,2.5,2.0,2680,0,2680,9185,47.5738,-121.992,1989,3,620000.0
103815,2015-04-09,3,1.5,1.0,1510,0,1510,16800,47.751000000000005,-122.338,1956,5,415000.0
116123,2014-11-13,2,1.0,1.0,980,0,980,5393,47.3674,-122.081,1969,3,128000.0
108972,2015-02-23,3,1.75,1.0,1250,0,1250,9605,47.6325,-122.12100000000001,1964,3,458500.0
116919,2015-02-23,3,1.75,1.5,1910,330,2240,5657,47.6621,-122.27,1941,4,1265000.0
105498,2014-10-17,4,3.5,2.0,4010,0,4010,9654,47.5891,-122.2,2007,3,1735000.0
107965,2014-06-05,4,2.5,2.0,2340,0,2340,3784,47.535,-122.348,2008,3,445000.0
104433,2014-07-01,4,3.5,2.0,3770,0,3770,8501,47.6744,-122.196,2008,3,1020000.0
106822,2015-05-03,4,1.75,1.0,1320,1200,2520,11017,47.7604,-122.35600000000001,1956,4,425000.0
109810,2014-06-18,4,2.5,2.0,2020,0,2020,5501,47.4937,-122.15,2010,3,415000.0
118440,2015-04-06,3,1.75,1.5,1740,0,1740,4400,47.6115,-122.292,1903,3,650500.0
105684,2014-05-07,3,1.75,1.0,1420,650,2070,37904,47.425,-122.186,1973,4,310000.0
120333,2014-06-09,2,1.0,1.0,1140,0,1140,5100,47.5323,-122.383,1942,3,400000.0
108039,2014-05-22,4,3.0,1.0,1370,800,2170,8240,47.6291,-122.09299999999999,1968,4,592500.0
105530,2014-07-23,3,2.5,2.0,1990,0,1990,3600,47.3841,-122.041,2004,3,310000.0
101070,2014-10-01,2,1.0,1.0,580,580,1160,32251,47.3537,-121.939,1963,3,330000.0
103688,2014-11-24,4,2.5,2.0,2800,0,2800,4687,47.3594,-122.04,2005,3,399000.0
120611,2014-08-22,4,1.0,1.0,1610,0,1610,8401,47.5104,-122.165,1958,3,269000.0
100767,2014-06-17,5,3.5,2.0,2570,560,3130,4797,47.5664,-122.12899999999999,2014,3,866059.0
105410,2014-05-20,6,3.0,2.0,2180,700,2880,3192,47.6506,-122.33200000000001,1919,4,1125000.0
100205,2014-06-23,3,3.75,1.0,1360,590,1950,8625,47.505,-122.258,1959,3,345100.0
120636,2014-10-13,6,2.5,1.0,1060,500,1560,7144,47.5335,-122.272,1913,3,194990.0
118524,2014-06-13,3,1.5,1.0,610,600,1210,5240,47.5524,-122.35600000000001,1983,4,305000.0
118347,2015-04-01,4,3.5,2.0,2610,740,3350,6350,47.5602,-122.39,2009,3,844000.0
107659,2015-03-30,4,2.5,2.0,2680,0,2680,5539,47.4759,-121.734,2013,3,502000.0
100269,2015-05-11,3,1.0,1.0,910,0,910,6630,47.6947,-122.346,1912,4,245000.0
116244,2014-06-04,5,2.75,1.0,1470,1190,2660,8737,47.5667,-122.155,1969,5,1100000.0
106337,2014-05-23,5,3.25,2.0,3400,0,3400,7452,47.6141,-122.13600000000001,1999,3,950000.0
101229,2014-07-28,4,2.25,2.0,1020,470,1490,956,47.6184,-122.301,2005,3,507000.0
106366,2015-03-25,4,2.5,1.0,1530,830,2360,9647,47.3367,-122.33200000000001,1964,3,260000.0
100735,2014-06-26,4,2.75,1.0,1510,600,2110,8751,47.7617,-122.215,1962,3,435000.0
119728,2015-04-02,3,2.5,2.0,1890,0,1890,4808,47.5348,-121.866,2000,3,465000.0
102986,2015-04-08,3,2.5,2.0,1690,110,1800,3300,47.5491,-122.27600000000001,2004,3,475000.0
111323,2015-04-12,3,2.5,2.0,2820,0,2820,14250,47.6396,-122.054,1991,3,720000.0
104643,2015-04-29,2,1.75,1.0,780,390,1170,8200,47.3263,-122.305,1937,4,302000.0
102389,2014-12-29,3,2.5,2.0,2620,0,2620,9112,47.6972,-122.116,1995,3,738000.0
105768,2014-09-25,4,1.0,1.0,1360,0,1360,8136,47.7366,-122.333,1948,3,328000.0
110021,2014-10-08,4,3.0,1.0,1920,1450,3370,100681,47.4319,-122.148,1977,5,785000.0
100098,2014-08-22,3,2.5,2.0,1590,0,1590,3359,47.7349,-121.986,2000,3,310000.0
118278,2015-01-08,3,1.75,1.0,1060,700,1760,6300,47.5003,-122.26,1963,3,224000.0
121075,2014-08-29,3,1.75,1.0,1920,0,1920,8775,47.4544,-122.351,1953,3,380000.0
105208,2015-04-16,4,2.25,1.0,1620,1020,2640,8800,47.7552,-122.148,1980,3,537000.0
116831,2014-11-12,3,1.0,1.0,1320,0,1320,11090,47.7748,-122.304,1955,3,275000.0
110483,2015-02-01,3,1.0,1.0,1050,360,1410,7419,47.534,-122.17299999999999,1969,3,301500.0
120698,2015-03-11,3,1.75,1.0,1520,0,1520,7439,47.457,-122.208,1969,4,345000.0
111455,2015-01-26,3,2.5,1.0,2710,0,2710,13120,47.6718,-122.256,1959,3,1250000.0
106227,2014-11-07,3,3.0,2.0,2900,0,2900,11769,47.6993,-122.118,1997,3,799950.0
119028,2015-01-16,2,1.0,1.0,790,0,790,7252,47.5048,-122.365,1930,3,115000.0
120654,2014-06-25,4,2.0,2.0,1570,0,1570,9415,47.3168,-122.17399999999999,1984,4,235000.0
102072,2014-07-15,3,1.0,1.0,1030,0,1030,5350,47.4905,-122.206,1924,3,305000.0
109094,2014-07-14,3,1.75,1.0,1010,0,1010,7171,47.7317,-122.23100000000001,1967,4,325000.0
119596,2014-12-23,3,2.5,2.0,2790,0,2790,16173,47.3043,-122.34299999999999,1988,3,445000.0
121489,2015-04-28,3,1.0,1.0,1010,0,1010,10168,47.6453,-121.912,1979,3,300000.0
108636,2014-11-08,5,3.75,2.0,3530,0,3530,13260,47.5761,-122.205,2013,3,1610000.0
110799,2014-05-19,5,1.75,1.0,1250,0,1250,10530,47.6101,-122.13799999999999,1966,4,462000.0
112655,2015-05-04,4,1.75,1.0,1170,750,1920,3844,47.7041,-122.353,1967,3,502000.0
100661,2015-04-08,5,2.75,1.0,1430,1330,2760,7200,47.7563,-122.147,1979,3,480000.0
121447,2014-07-22,3,2.5,2.0,2320,0,2320,15024,47.4829,-121.766,1990,3,447500.0
118369,2014-07-17,3,2.25,1.0,2260,0,2260,13209,47.6385,-122.167,1977,3,675000.0
114738,2015-03-18,2,1.75,1.0,580,1160,1740,5100,47.5211,-122.33,1915,3,205000.0
111891,2015-04-24,4,2.5,2.0,2500,0,2500,10215,47.5912,-121.986,1998,3,635000.0
108880,2015-04-21,5,1.0,1.5,1450,500,1950,6250,47.5511,-122.38600000000001,1917,4,438000.0
114227,2014-08-28,2,1.0,1.0,1270,0,1270,8164,47.7116,-122.311,1941,4,390000.0
121545,2014-12-02,3,2.5,1.0,1030,420,1450,5175,47.7082,-122.338,1995,3,465000.0
114530,2015-04-17,3,2.25,3.0,1580,0,1580,920,47.5578,-122.363,2015,3,389950.0
112473,2014-12-04,3,1.0,1.0,1000,0,1000,8320,47.7548,-122.316,1951,5,295000.0
121212,2014-08-21,4,2.75,2.0,2790,0,2790,8092,47.4834,-121.773,2013,3,505657.0
108552,2014-06-02,3,2.5,2.0,1690,0,1690,9626,47.5647,-122.09200000000001,1984,3,535000.0
106932,2015-02-23,4,2.5,2.0,2560,0,2560,5102,47.3404,-122.181,2013,3,379500.0
113726,2014-06-04,5,3.25,2.0,2760,650,3410,9088,47.6285,-122.361,1912,3,2400000.0
121138,2014-09-30,4,2.5,3.0,2630,0,2630,4000,47.6915,-122.381,2002,3,655000.0
100361,2014-11-14,3,2.25,2.0,1610,0,1610,7187,47.3764,-122.117,1988,3,269950.0
103198,2015-04-29,4,1.75,1.0,1670,0,1670,13125,47.6315,-122.101,1973,5,697000.0
111961,2014-10-20,4,2.75,1.0,1620,980,2600,19275,47.5523,-122.162,1978,3,555000.0
104534,2014-07-14,2,3.25,3.0,2700,0,2700,3444,47.5684,-122.06,1990,3,1365000.0
107268,2014-06-17,3,2.25,2.0,2010,0,2010,10760,47.7276,-122.103,1985,3,605000.0
103782,2014-07-01,3,1.5,1.0,1300,0,1300,19163,47.6686,-122.15299999999999,1964,3,425000.0
108141,2014-10-03,4,2.5,2.0,1990,0,1990,8034,47.56100000000001,-122.01799999999999,1989,4,639000.0
116894,2014-08-22,3,1.0,1.0,890,0,890,5965,47.7518,-122.279,1950,3,328000.0
104376,2014-08-27,3,1.75,1.0,1360,0,1360,18123,47.4716,-121.756,1983,3,350000.0
108244,2014-09-26,3,2.25,1.0,940,470,1410,7290,47.5396,-122.274,1980,3,240000.0
115984,2015-04-14,4,2.0,2.0,1850,730,2580,4500,47.6245,-122.316,1905,4,935000.0
118958,2014-10-14,4,1.75,1.5,2410,0,2410,6000,47.6369,-122.355,1911,3,1440000.0
104601,2014-10-25,2,1.0,1.0,990,0,990,5000,47.5666,-122.40299999999999,1941,3,490000.0
104968,2014-07-14,3,2.25,2.0,1620,600,2220,3707,47.617,-122.286,1919,4,850000.0
109745,2014-07-18,3,1.75,1.0,1210,410,1620,8085,47.7349,-122.197,1976,3,395000.0
119888,2015-05-05,3,2.0,1.0,1678,0,1678,13862,47.3744,-122.19,1994,3,353000.0
108233,2014-05-23,2,2.0,1.0,1140,0,1140,8282,47.6949,-122.21,1924,3,498000.0
116661,2014-06-16,4,3.25,2.0,3450,0,3450,6184,47.6072,-122.054,2014,3,852880.0
109247,2014-11-21,4,2.5,2.0,2430,0,2430,5959,47.3348,-122.19,2002,3,305000.0
102995,2015-02-26,3,2.5,2.0,1770,0,1770,5146,47.5704,-121.999,1992,3,464000.0
107123,2014-09-10,3,1.75,1.5,2870,0,2870,26500,47.4485,-122.355,1948,3,525000.0
117102,2015-02-05,4,3.5,2.0,3220,0,3220,5741,47.5169,-121.88600000000001,2013,3,640000.0
113443,2014-08-25,3,1.5,1.5,1670,0,1670,5000,47.678000000000004,-122.36,1912,4,585000.0
107507,2014-12-17,3,1.75,1.0,1300,0,1300,8976,47.3357,-122.305,1967,3,236000.0
120725,2014-06-18,5,3.5,1.0,2350,1100,3450,28324,47.6991,-122.196,1972,5,850000.0
109162,2014-10-10,4,2.25,1.0,1600,900,2500,10062,47.638999999999996,-122.1,1975,3,615000.0
104086,2014-10-30,5,2.5,2.0,2380,440,2820,14062,47.7081,-122.215,1960,4,669950.0
103847,2015-05-13,5,2.75,2.0,2860,0,2860,5280,47.707,-122.102,2006,3,751000.0
118854,2014-09-23,3,1.75,1.0,1070,460,1530,14087,47.3146,-122.04299999999999,1979,3,257500.0
109349,2014-12-10,4,2.5,1.0,1330,700,2030,11375,47.7765,-122.26100000000001,1969,3,385000.0
120833,2015-04-16,3,2.0,2.0,3250,0,3250,50529,47.5849,-122.016,1978,4,562000.0
109439,2014-06-25,4,2.25,2.0,1650,350,2000,3672,47.6769,-122.383,1926,5,402000.0
109357,2014-10-17,3,2.25,2.0,1570,0,1570,7200,47.7332,-122.23200000000001,1991,3,447450.0
119742,2015-04-29,3,2.25,1.0,1810,700,2510,10418,47.7003,-122.285,1968,3,825000.0
100260,2015-02-06,3,2.5,3.0,1510,0,1510,1493,47.669,-122.402,2014,3,599950.0
120019,2015-04-23,4,2.5,1.5,1610,1000,2610,3500,47.6848,-122.32600000000001,1927,5,824500.0
103015,2014-06-27,2,1.5,1.0,1520,0,1520,8040,47.7131,-122.306,1951,5,500000.0
105571,2015-02-04,4,1.5,1.0,1650,560,2210,10497,47.4321,-122.34700000000001,1953,4,445500.0
118176,2014-08-20,3,2.0,2.0,1320,0,1320,10720,47.6203,-122.037,1981,3,393000.0
108169,2015-04-16,3,1.0,1.5,1050,0,1050,5156,47.5169,-122.35799999999999,1919,3,165000.0
104755,2015-02-19,3,2.5,2.0,1180,130,1310,1294,47.5773,-122.40899999999999,2008,3,475000.0
111254,2015-03-11,4,3.0,1.5,2020,0,2020,4300,47.6653,-122.37200000000001,1900,3,565000.0
115543,2014-07-21,3,2.5,2.0,2029,0,2029,3906,47.341,-122.18,2014,3,384435.0
111233,2014-05-02,3,2.25,2.5,1470,280,1750,1572,47.6498,-122.321,2005,3,626000.0
103427,2014-12-10,1,2.0,2.5,3000,0,3000,204732,47.6331,-121.945,1979,3,415000.0
116494,2014-11-18,4,1.75,1.0,1940,0,1940,13370,47.3215,-122.369,1974,4,252000.0
110791,2014-05-14,3,1.0,1.0,1060,600,1660,7500,47.7105,-122.306,1940,4,458000.0
105835,2014-10-21,2,2.75,2.0,1050,415,1465,972,47.621,-122.29799999999999,2006,3,489000.0
114469,2015-01-09,4,2.5,2.0,2020,0,2020,5100,47.2822,-122.35700000000001,2010,3,319000.0
103291,2014-08-09,3,3.25,3.0,1760,0,1760,1778,47.7201,-122.301,2008,3,469950.0
109926,2014-06-13,4,2.5,2.0,1960,790,2750,4800,47.6709,-122.337,1905,3,1030000.0
115193,2014-07-08,2,2.75,1.0,2700,0,2700,8572,47.7236,-122.03299999999999,2007,3,810000.0
117599,2015-03-27,4,2.25,2.0,1770,0,1770,7799,47.4192,-122.20200000000001,1998,3,325000.0
104331,2015-05-27,4,2.25,2.0,2440,1310,3750,5000,47.6747,-122.303,1924,5,1310000.0
104205,2014-06-24,3,1.5,1.0,1330,0,1330,7600,47.3103,-122.366,1968,4,218000.0
105678,2015-04-30,2,2.0,1.0,1870,0,1870,5143,47.7142,-122.03299999999999,2005,3,572000.0
101780,2014-08-06,5,3.5,2.0,3170,1220,4390,6220,47.6789,-122.273,2013,3,1880000.0
103610,2014-07-05,3,2.5,3.0,1390,150,1540,1326,47.6457,-122.374,1995,3,499000.0
118586,2015-02-11,5,2.0,1.0,1140,1140,2280,5750,47.5672,-122.39,1951,4,383000.0
108222,2014-12-19,3,2.0,1.0,1040,1040,2080,7020,47.6768,-122.285,1951,4,555000.0
121086,2014-12-12,3,3.5,2.0,3500,740,4240,21578,47.5614,-122.215,1994,3,1393000.0
118108,2014-06-26,4,2.5,1.0,1390,770,2160,7826,47.7754,-122.27600000000001,1976,4,440000.0
102442,2014-05-23,4,2.75,1.0,1200,1050,2250,5700,47.6406,-122.344,1951,3,648475.0
114437,2015-03-27,3,2.5,2.0,2080,0,2080,4931,47.5342,-121.868,2000,3,506950.0
101766,2014-08-19,3,2.0,1.0,2250,0,2250,8000,47.7077,-122.37799999999999,1955,4,998800.0
103760,2014-09-05,4,2.5,1.0,1630,740,2370,9517,47.6222,-122.03399999999999,1984,3,655000.0
107894,2014-07-15,3,2.5,2.0,2150,0,2150,5193,47.6952,-122.18700000000001,1995,3,587000.0
101926,2015-03-17,2,1.0,1.0,670,0,670,3101,47.5546,-122.274,1948,4,190000.0
115608,2015-01-23,4,2.5,2.0,3120,0,3120,8792,47.5699,-121.993,1992,4,760000.0
102516,2015-04-18,1,1.0,1.0,560,0,560,4120,47.5335,-122.348,1947,3,90000.0
115900,2014-09-15,2,2.0,1.0,1510,0,1510,4908,47.7196,-122.024,2006,3,450000.0
121024,2014-10-29,4,2.5,2.0,1950,0,1950,3225,47.5014,-122.226,2002,3,315000.0
100955,2014-11-17,4,2.0,3.0,1390,0,1390,745,47.5401,-122.02600000000001,2008,3,288790.0
107558,2014-06-20,3,2.25,1.0,1290,500,1790,10209,47.7492,-122.086,1967,3,425000.0
104336,2015-04-09,1,1.0,1.0,610,0,610,6000,47.6911,-122.367,1918,4,314200.0
