customer_id,product_0,product_1,product_2,product_3,product_4,product_5,product_6,gender_cd,age,marital_status_cd,children_cnt,first_session_dttm,job_position_cd,job_title
5083,,UTL,,,,UTL,,F,30.0,MAR,1.0,2012-09-09 10:47:04,11,
771699,,,,,,UTL,,M,25.0,UNM,0.0,2018-01-16 16:40:56,22,
217217,,,,CLS,,UTL,,M,30.0,,0.0,2015-08-30 06:09:28,22,инженер
22407,,UTL,,,,,,F,65.0,DIV,1.0,2017-08-05 09:46:58,22,
572940,,,,,,UTL,,M,30.0,,0.0,2017-05-21 13:47:28,22,
309932,,CLS,,,,UTL,,M,30.0,,0.0,2016-04-29 08:08:26,22,
747250,,CLS,OPN,,,UTL,,M,30.0,MAR,0.0,2017-11-06 12:37:47,22,
468319,,UTL,UTL,,,UTL,,M,35.0,,0.0,2017-01-23 09:18:04,22,аналитик
899648,,,,,,UTL,,F,20.0,,0.0,2018-03-25 09:13:28,11,студент
92214,,UTL,,,,,,M,45.0,UNM,1.0,2018-05-12 11:16:05,16,СПЕЦИАЛИСТ
859779,,,,,,UTL,,M,15.0,,0.0,2018-02-18 09:29:12,11,
909654,,,,,,UTL,,M,15.0,,0.0,2018-04-02 14:07:52,11,
454535,,UTL,,,,,,M,35.0,UNM,0.0,2017-01-09 09:30:57,22,
835923,,UTL,,,,,,M,40.0,MAR,0.0,2018-01-28 11:53:08,16,заведующий складом
881545,,,,,,,,M,20.0,,0.0,2018-03-10 12:23:31,22,
880692,,UTL,,,,,,F,35.0,MAR,0.0,2018-03-10 11:19:13,17,Нальник управления
731071,,UTL,OPN,,,UTL,,M,40.0,UNM,0.0,2018-05-14 10:17:58,8,Собственный официальный бизнес
127128,,,,UTL,,UTL,,M,30.0,,,2014-05-10 17:41:57,22,
450615,,UTL,,,,,,F,30.0,DIV,1.0,2017-01-04 09:21:23,16,рыбообработчик
727723,,,,,,,,F,20.0,,0.0,2017-10-17 09:27:14,22,
801643,,,,,,UTL,,M,25.0,,0.0,2017-12-28 08:28:03,22,
810748,,,,,,UTL,,M,25.0,,0.0,2018-01-05 11:29:50,16,Инженер
77703,,UTL,,,,,,F,40.0,UNM,0.0,2013-07-02 16:00:01,16,администратор
668375,,UTL,UTL,,,UTL,,M,25.0,UNM,0.0,2017-08-13 09:00:56,22,
142204,,UTL,,,,,,M,30.0,UNM,0.0,2015-11-29 16:20:20,17,УПРАВЛЯЮЩИЙ
707937,,,,,,UTL,,M,60.0,,0.0,2017-09-29 06:07:53,22,Налоговый инспектор
232956,,UTL,UTL,,,UTL,,F,30.0,,0.0,2015-10-24 10:54:53,22,старший специалист
627700,,,,,,UTL,,M,35.0,,0.0,2017-07-06 09:29:07,11,
433303,UTL,,,,,UTL,,M,25.0,UNM,0.0,2016-12-30 16:54:40,16,
263968,,,UTL,,,UTL,,F,30.0,,0.0,2016-01-27 03:46:19,22,
394121,UTL,,,,,UTL,,M,25.0,,0.0,2016-10-10 09:54:38,22,
198966,,CLS,,,,UTL,,M,20.0,UNM,,2015-06-15 14:05:17,3,
716486,,,,UTL,,UTL,,M,35.0,,0.0,2017-10-08 09:12:49,22,
534455,,UTL,,,,,,M,40.0,MAR,1.0,2017-04-10 11:11:08,16,помощник руководителя
707644,,UTL,,,,UTL,,M,20.0,UNM,0.0,2017-09-21 21:03:11,19,менеджер
124496,,UTL,,,,UTL,,M,30.0,UNM,0.0,2014-04-17 10:48:23,16,СПЕЦИАЛИСТ
561516,,,,,,,UTL,M,50.0,MAR,3.0,2017-05-09 12:36:21,17,
254761,,,,,,UTL,,M,30.0,,0.0,2016-01-05 15:01:07,22,менеджер по продажам
169780,,,,CLS,,UTL,UTL,M,35.0,,,2015-02-28 13:25:44,16,коммерч.директор
940058,,,,UTL,,UTL,,F,40.0,,0.0,2018-05-08 18:12:12,22,
727548,,CLS,,,,UTL,,M,35.0,MAR,0.0,2017-10-14 12:07:46,17,НАЧАЛЬНИК УПРАВЛЕНИЯ
831241,,UTL,,CLS,,UTL,,M,30.0,MAR,0.0,2018-01-23 11:12:53,2,
104220,,UTL,,,,,,M,35.0,UNM,0.0,2013-12-07 17:44:08,17,ДИРЕКТОР ПО МАРКЕТИНГУ И РЕКЛАМЕ
620608,,,,,,,,M,50.0,MAR,0.0,2017-07-04 11:03:21,17,Заместитель начальника Управления
455438,,,,,,UTL,,F,30.0,,0.0,2017-06-21 15:39:14,22,
28777,,UTL,,,,OPN,,M,35.0,MAR,1.0,2012-07-06 17:40:19,2,ДИРЕКТОР
780701,,,,,,UTL,,F,25.0,UNM,0.0,2017-12-07 11:00:50,16,Менеджер проектов
858005,,,,,,UTL,,M,20.0,,0.0,2018-02-23 07:05:26,22,
643826,,OPN,,,,UTL,,M,30.0,MAR,0.0,2017-08-25 10:41:35,16,
309920,,,,UTL,,UTL,,M,45.0,,0.0,2016-04-27 11:13:27,22,
161773,,OPN,,,,UTL,,F,35.0,UNM,0.0,2015-07-15 11:41:35,22,руководитель проектов
311661,,UTL,,,,,,F,30.0,MAR,2.0,2016-05-11 01:35:33,17,
746774,,UTL,,,,,,M,55.0,MAR,0.0,2017-12-12 05:47:33,4,генеральный директор
654515,,,,,,,,M,35.0,MAR,0.0,2017-07-29 13:16:45,16,Инспектор дпс
500110,,,,UTL,,UTL,,F,45.0,,0.0,2017-08-20 11:05:56,16,Главный специалист
728996,,UTL,,,,,,F,50.0,DIV,0.0,2017-10-16 04:53:53,20,диспетчер
370822,,,,CLS,,UTL,,M,40.0,CIV,0.0,2016-08-22 16:35:24,2,Собственный неофициальный бизнес
42958,,UTL,,CLS,,UTL,,M,45.0,,0.0,2012-09-23 07:28:30,22,
824161,,,,,,UTL,,F,55.0,,0.0,2018-01-27 15:52:02,12,Пенсия по возрасту/стажу работы
348933,,,,,UTL,UTL,,M,30.0,,0.0,2017-12-16 05:18:23,22,
801780,,,,,,UTL,,M,30.0,,0.0,2017-12-25 09:28:56,16,Ведущий экономист
264294,,,,CLS,,UTL,,M,45.0,,0.0,2016-01-26 12:35:02,22,
776791,,UTL,,,,,,M,20.0,UNM,0.0,2017-12-03 12:11:56,1,Неруководящий сотрудник - обсл. Персонал
106611,,,,,,UTL,,M,30.0,DIV,0.0,2013-12-03 12:43:26,16,Сервисный координатор
356471,,,,UTL,,UTL,,M,35.0,,0.0,2016-07-27 17:11:30,22,
420665,,,,,,,,M,40.0,MAR,2.0,2017-01-04 13:16:09,16,старший смены охраны
812058,,UTL,OPN,,,UTL,,M,30.0,UNM,0.0,2018-01-09 07:01:59,4,генеральный директор
945392,,,,,,UTL,,M,65.0,,0.0,2018-05-09 14:10:18,12,Пенсия по возрасту/стажу работы
19017,,UTL,,,,UTL,,M,50.0,MAR,,2012-06-11 14:49:29,4,ДИРЕКТОР
421170,,,,UTL,,UTL,,M,55.0,,0.0,2016-11-20 14:16:40,22,
89445,UTL,UTL,CLS,,,CLS,,M,40.0,MAR,1.0,2013-09-08 20:02:58,1,Неруководящий сотрудник - обсл. Персонал
975326,,,,,,UTL,,,,,,2018-05-23 13:33:39,16,Заместитель главного бухгалтера
562491,,OPN,,,,UTL,,M,35.0,MAR,1.0,2017-10-24 21:06:48,8,Собственный неофициальный бизнес
171042,,UTL,,,,,,F,35.0,MAR,1.0,2015-02-25 13:27:29,16,главЫЙ бухгалтера
400881,,,UTL,UTL,,UTL,,M,25.0,UNM,0.0,2016-10-22 07:05:21,16,
28817,,,OPN,UTL,,UTL,,F,40.0,,0.0,2012-06-18 15:49:51,22,
198690,,,,CLS,,UTL,,M,30.0,,0.0,2015-06-16 17:00:10,2,
965100,,UTL,,,,,,M,30.0,MAR,0.0,2018-05-16 19:26:21,2,Собственный неофициальный бизнес
761890,,,,,,,UTL,F,55.0,MAR,0.0,2017-11-18 15:33:44,19,менеджер
591020,,,,,,UTL,,F,35.0,,0.0,2017-06-09 09:18:42,17,Заместитель генерального директора
311183,,,,,,UTL,,F,40.0,,0.0,2016-05-04 11:19:50,22,
825621,,UTL,,,,,,M,35.0,MAR,0.0,2018-05-20 16:17:08,3,отделочные работы
874739,,UTL,,,,UTL,,M,35.0,MAR,0.0,2018-03-03 13:14:31,4,зам директора
144496,,,,,,UTL,,M,30.0,,,2014-10-15 17:52:40,16,МЕНЕДЖЕР ПО ПРОДАЖАМ
296743,,UTL,,CLS,,UTL,,M,45.0,MAR,2.0,2016-03-27 14:03:26,22,Индивидуальный предприниматель
454054,,UTL,,,,UTL,,F,40.0,MAR,0.0,2017-05-07 07:09:37,16,Менеджер по проектам
45834,,UTL,,,,,,F,40.0,MAR,1.0,2012-06-20 19:33:36,16,СТАРШИЙ СПЕЦИАЛИСТ ПО ВИП КЛИЕНТАМ
521906,UTL,OPN,,,,,,M,35.0,UNM,0.0,2018-06-16 10:17:04,16,СТАРШИЙ СПЕЦИАЛИСТ
159850,,,,,,UTL,,M,55.0,MAR,1.0,2015-08-06 16:41:43,2,Собственный неофициальный бизнес
973922,,,,,,UTL,,M,30.0,,0.0,2018-05-23 10:48:41,22,
407921,,,,,,,,F,40.0,,0.0,2016-11-01 08:26:23,22,
34617,,UTL,,,,OPN,,M,30.0,UNM,0.0,2016-06-18 12:49:31,2,Собственный неофициальный бизнес
40263,UTL,UTL,,,,,,F,40.0,MAR,1.0,2012-08-15 11:50:09,16,АДМИНИСТРАТОР ПРИЕМНОГО ПУНКТА
493141,,,UTL,,,UTL,,M,30.0,UNM,0.0,2017-02-21 15:19:28,22,
911137,,,,,,,,M,20.0,UNM,0.0,2018-07-13 09:06:07,22,
129343,,,,CLS,,UTL,UTL,M,30.0,UNM,0.0,2014-05-28 18:51:51,22,Генеральный директор
78311,,UTL,,,,,,F,25.0,UNM,0.0,2014-08-08 11:33:08,1,ПРОДАВЕЦ-КАССИР
96070,,,,,,UTL,,M,35.0,,,2017-11-28 20:04:53,22,Руководитель инвестиционного департамента
633911,,,,,,,UTL,M,50.0,MAR,0.0,2017-07-11 17:29:23,17,Механик
278371,,,,CLS,,UTL,,M,25.0,UNM,0.0,2016-02-21 09:02:59,22,
81417,,UTL,,,,,,F,45.0,UNM,1.0,2017-12-24 15:51:55,16,фельдшер
748377,,,,,,UTL,,M,30.0,,0.0,2017-11-05 11:13:40,22,
315941,,,,CLS,,UTL,,M,30.0,,0.0,2016-05-15 18:22:33,22,
922869,,,,,UTL,UTL,,F,35.0,MAR,0.0,2018-04-13 15:11:15,22,
136290,,CLS,,,,UTL,UTL,F,30.0,MAR,2.0,2014-07-26 13:51:28,11,
241309,,,,CLS,,UTL,,M,30.0,,,2015-11-21 18:14:47,22,Системный архитектор
749450,,UTL,,,,UTL,,F,30.0,MAR,0.0,2017-11-18 19:50:23,2,Собственный официальный бизнес
570172,,UTL,,,,UTL,CLS,M,45.0,MAR,1.0,2017-05-15 05:35:55,4,ЗАМЕСТИТЕЛЬ ДИРЕКТОРА
756483,,,,,,UTL,,M,35.0,,0.0,2017-11-12 11:21:09,11,
589592,,,,,,UTL,,M,15.0,,0.0,2017-06-10 10:00:20,11,
223776,,CLS,,,,UTL,,M,35.0,MAR,2.0,2015-10-12 12:08:18,11,
554944,,OPN,,,,UTL,,F,30.0,UNM,0.0,2017-05-02 16:01:14,16,Операционист
593501,UTL,UTL,,,,,,F,40.0,MAR,0.0,2017-07-19 09:10:21,22,
392383,,UTL,,,,,,F,50.0,DIV,1.0,2016-10-28 11:35:58,16,медицинская сестра
515157,,UTL,,,,,,M,20.0,UNM,0.0,2017-04-02 16:14:35,22,
783200,,,,,,UTL,,M,30.0,DIV,0.0,2017-12-07 17:08:49,16,Неруководящий сотрудник - специалист
235087,,UTL,,,,,,F,25.0,UNM,0.0,2015-11-04 16:25:46,22,
628016,,UTL,,CLS,,OPN,,F,30.0,UNM,0.0,2017-07-15 16:11:47,22,
928693,,UTL,,,,,,M,50.0,DIV,0.0,2018-06-01 04:36:11,22,
137420,,,OPN,UTL,,UTL,,M,25.0,UNM,0.0,2014-08-06 16:52:01,17,Руководитель группы
162960,,,UTL,UTL,,UTL,,F,45.0,,0.0,2015-04-22 20:17:55,22,
894843,,UTL,,,,,,M,30.0,MAR,0.0,2018-03-20 10:13:39,20,Водитель такси
307777,,,,,,UTL,,M,30.0,,0.0,2016-04-21 10:13:53,22,
379564,,UTL,,,,UTL,,F,25.0,UNM,0.0,2016-09-09 15:37:35,16,Оператор
740237,,,,,,,,F,60.0,UNM,0.0,2018-07-31 17:02:02,22,
471873,,UTL,,,,,,F,35.0,MAR,0.0,2017-01-28 11:56:36,22,
179649,,,,,,UTL,,M,25.0,,,2015-03-30 12:08:42,22,
98377,,,,,,UTL,,M,30.0,,,2017-05-23 10:43:33,22,
455292,,UTL,,,,,,M,30.0,UNM,0.0,2017-01-16 04:16:50,19,рабочий
144948,,UTL,,,,,,M,45.0,MAR,2.0,2015-01-26 18:19:16,4,
679604,,,,,,UTL,,M,15.0,,0.0,2017-08-23 07:55:44,22,
920949,,CLS,OPN,UTL,,UTL,,M,30.0,UNM,0.0,2018-04-08 04:50:16,16,
14978,,CLS,,,,UTL,,F,35.0,UNM,0.0,2012-10-12 17:55:05,20,Кассир
575867,,UTL,,,,,,M,30.0,MAR,1.0,2017-05-28 09:14:57,16,Автослесарь
840912,,,,,,,,F,35.0,MAR,0.0,2018-02-10 12:36:44,16,
419950,,,CLS,,,UTL,UTL,M,30.0,MAR,0.0,2016-11-19 11:23:14,22,
839692,,,,CLS,,UTL,,M,20.0,,0.0,2018-02-03 10:53:23,11,
131476,,UTL,CLS,UTL,,UTL,,F,30.0,MAR,2.0,2014-06-16 17:47:04,22,
920330,,,,,,UTL,,F,25.0,,0.0,2018-04-11 09:59:04,16,Педагог дополнительного образования
809679,,,,,,UTL,,M,25.0,,0.0,2018-02-20 10:53:11,22,
945889,,UTL,,,,,,M,25.0,MAR,0.0,2018-05-12 10:08:51,16,Повар-кондитер
1628,,UTL,,,,,,F,40.0,CIV,1.0,2014-12-01 17:01:55,16,ВОСПИТАТЕЛЬ
132889,,,,,,UTL,,F,35.0,,,2014-07-03 20:17:40,2,
198942,,CLS,,,,UTL,,F,30.0,MAR,,2015-06-14 16:10:58,17,ДИРЕКТОР
243982,,,,UTL,,UTL,,M,45.0,,,2015-11-30 07:21:32,2,
65731,,UTL,,CLS,,UTL,,M,35.0,MAR,1.0,2013-02-05 13:29:08,2,Собственный неофициальный бизнес
146711,,,,UTL,,UTL,,F,30.0,,0.0,2014-10-15 18:48:49,22,старший консультант
865657,,UTL,,,,UTL,,M,45.0,UNM,0.0,2018-04-05 06:20:58,22,
332795,,,,,,UTL,,M,30.0,,0.0,2016-06-19 06:45:29,22,
528447,,,,,,UTL,,M,35.0,,0.0,2017-04-02 09:30:03,11,
868067,,,,,,,,M,40.0,,0.0,2018-04-14 17:57:56,22,строитель
559220,,,,,,,UTL,F,25.0,UNM,0.0,2017-05-15 07:32:17,16,мастер маникюра
789002,,UTL,,,,,,M,50.0,MAR,0.0,2017-12-14 06:45:16,2,
896274,,,,,,UTL,,M,35.0,,0.0,2018-03-21 13:00:13,22,
353421,,,,,,,,M,25.0,UNM,0.0,2017-12-03 10:50:03,16,сотрудник торгового зала
508046,,UTL,,,,,,F,40.0,DIV,1.0,2017-03-26 07:43:13,22,
619783,,UTL,,,,,,M,20.0,UNM,0.0,2017-12-10 13:24:10,22,
426199,,UTL,OPN,,,UTL,,M,30.0,UNM,0.0,2016-11-29 13:09:29,22,
707663,,UTL,,,,,,F,30.0,MAR,0.0,2018-03-12 14:25:08,16,Ведущий менеджер по обслуживанию клиентов
140351,,,,,,UTL,UTL,M,30.0,MAR,0.0,2014-09-12 07:56:26,16,тренер по Боксу
15453,,UTL,,,,UTL,,M,40.0,CIV,2.0,2012-07-04 05:48:58,16,СЛЕСАРЬ
670183,,UTL,,,,OPN,,F,50.0,MAR,0.0,2018-01-17 10:10:03,22,
737618,UTL,UTL,OPN,,CLS,UTL,,M,50.0,MAR,0.0,2017-10-26 05:21:55,16,Электромеханик
23956,,UTL,,,,UTL,,M,30.0,CIV,,2012-12-11 15:20:11,17,ГЛАВНЫЙ МЕНЕДЖЕР
834739,,,,UTL,,UTL,,M,40.0,,0.0,2018-01-27 09:00:02,22,Директор проектов
838462,,UTL,,,,UTL,,M,20.0,,,2018-01-31 10:39:57,11,
549352,,UTL,,,,,,F,30.0,DIV,0.0,2017-04-26 05:35:20,20,Продавец
797712,,,,,,UTL,,F,25.0,,0.0,2017-12-27 14:10:25,16,Старший специалист
922316,,,,CLS,,UTL,,M,25.0,,0.0,2018-04-18 10:07:45,16,Ведущий специалист-эксперт
369520,,,,,,,,M,35.0,MAR,,2016-11-23 20:55:56,11,
936548,,,,,,UTL,,M,25.0,,0.0,2018-04-26 09:14:07,16,Инженер-конструктор
812989,,,,,,UTL,,F,20.0,,0.0,2018-01-26 19:55:12,11,
974718,,,,,,,,M,55.0,MAR,0.0,2018-06-02 08:06:05,22,
646778,,UTL,,,,,,M,25.0,UNM,0.0,2017-07-30 04:55:18,22,
714530,,UTL,,,,,,M,35.0,DIV,0.0,2017-10-01 16:40:04,16,
115824,,,,CLS,,UTL,,F,35.0,,,2014-02-19 14:11:51,11,
743705,,,,,,UTL,,M,25.0,,0.0,2017-11-01 15:23:11,22,
566297,,,,,,UTL,,F,20.0,,0.0,2017-05-12 12:47:59,22,
215425,,,,,,UTL,,F,35.0,,,2015-08-24 13:05:32,22,
232119,,UTL,,,,,,F,30.0,MAR,1.0,2015-10-25 17:19:50,16,Продавец-кассир
367984,,,,,,UTL,,M,35.0,,0.0,2016-08-20 17:55:16,22,
432140,,,,UTL,,UTL,,F,60.0,,0.0,2016-12-06 16:20:19,22,
526103,,UTL,,,,UTL,,M,30.0,MAR,1.0,2017-04-19 17:46:34,2,Собственный неофициальный бизнес
856373,,,,UTL,,UTL,,F,45.0,,0.0,2018-02-16 15:00:08,16,Менеджер
130931,,UTL,,,,UTL,,M,30.0,UNM,0.0,2014-07-21 19:48:43,16,РАЗРАБОТЧИК ПО
664966,,,OPN,,,UTL,,M,20.0,,0.0,2017-08-08 11:09:52,22,
475129,,UTL,,,,,,F,40.0,UNM,1.0,2017-02-10 11:45:50,22,кондуктор
38786,,CLS,,,,,,F,25.0,MAR,0.0,2018-07-06 10:20:43,16,Фотограф
295426,,UTL,,,,,,M,40.0,MAR,3.0,2016-08-16 05:06:04,16,старший техник-начальник ремонтной мастерской
675846,,,,,,UTL,,M,30.0,,0.0,2017-08-18 11:18:26,22,Инженер ПТО
39183,,,,CLS,,UTL,,M,30.0,,,2012-06-06 11:39:37,16,ГЛАВНЫЙ СПЕЦИАЛИСТ
792497,,,,,,UTL,,M,30.0,,0.0,2017-12-20 12:02:16,2,Собственный официальный бизнес
20983,,UTL,,,,,,M,35.0,MAR,2.0,2018-05-05 08:48:09,22,
969156,,,,,,,UTL,F,25.0,UNM,0.0,2018-05-20 06:54:57,17,Руководитель департамента
615695,,UTL,,,,,,M,40.0,MAR,0.0,2017-07-02 16:31:42,17,
375207,,OPN,,,,UTL,,M,30.0,UNM,0.0,2016-07-16 14:15:05,2,Собственный официальный бизнес
645033,,,,,,UTL,,M,20.0,,0.0,2017-07-23 14:45:13,22,
860583,,,,,,,,F,35.0,,0.0,2018-02-19 05:22:12,2,Собственный неофициальный бизнес
949214,,UTL,,,,,,M,25.0,MAR,0.0,2018-05-06 09:10:01,2,Собственный неофициальный бизнес
575577,,,,,,UTL,,M,30.0,,0.0,2017-05-26 09:34:22,11,ВС РФ
512217,,,,,,UTL,,M,40.0,,0.0,2017-04-24 06:27:16,22,
52685,,UTL,,,,UTL,,M,40.0,MAR,2.0,2012-10-13 06:42:30,4,
457581,,,,UTL,,UTL,,M,40.0,,0.0,2017-01-14 14:39:09,22,
434240,,UTL,,,,UTL,,M,25.0,UNM,0.0,2016-12-09 05:56:26,16,педагог
11565,,OPN,,,,UTL,,F,35.0,CIV,,2012-09-23 11:42:28,22,КРЕДИТНЫЙ ИНСПЕКТОР
213960,,,,,,UTL,,F,30.0,UNM,,2015-08-14 17:11:47,17,СТАРШИЙ СПЕЦИАЛИСТ
170502,,,,,,UTL,,M,45.0,,,2016-01-10 16:33:16,22,
13471,,UTL,,,,,,F,55.0,MAR,1.0,2013-10-27 00:28:12,16,ХОРМЕЙСТЕР
575864,,UTL,,,,,,F,25.0,MAR,0.0,2017-06-19 12:42:21,22,
463271,,,,,,UTL,,F,35.0,,0.0,2017-01-19 06:14:28,22,
651725,,UTL,,,UTL,UTL,,M,25.0,UNM,0.0,2017-09-07 20:44:25,2,Собственный неофициальный бизнес
873280,,UTL,,,,,,F,20.0,UNM,0.0,2018-03-03 16:55:11,16,Младший менеджер по планированию и закупке рекламы в цифровых СМИ
656817,,UTL,,,,,,F,40.0,MAR,0.0,2017-08-13 03:13:51,16,Неруководящий сотрудник - специалист
162245,,,,CLS,,UTL,,M,35.0,,,2015-01-15 11:40:05,22,Руководитель проектной группы
565137,,UTL,,,,UTL,,M,35.0,UNM,0.0,2017-05-22 21:56:04,17,
844668,,,,,,UTL,,M,35.0,,0.0,2018-02-05 18:17:16,22,
180825,,,,UTL,,UTL,UTL,F,40.0,,,2015-04-04 12:53:35,22,редактор
463728,,UTL,,,,,,M,30.0,MAR,0.0,2017-03-04 18:16:08,2,Собственный официальный бизнес
649190,,UTL,OPN,,,OPN,,F,25.0,MAR,0.0,2017-08-21 05:57:58,3,
272422,,,,,,UTL,,M,30.0,,0.0,2016-02-06 14:30:37,22,
463969,,UTL,,,,,,F,40.0,DIV,2.0,2017-02-04 21:27:01,16,менеджер по снабжению
174997,,UTL,,,,UTL,,M,55.0,MAR,1.0,2015-03-15 06:57:04,22,
306752,,,,,,UTL,,M,25.0,UNM,0.0,2018-04-16 13:01:28,2,Собственный неофициальный бизнес
138943,,,,UTL,,UTL,,M,35.0,,,2014-08-19 05:29:09,22,программист
929760,,,,,,UTL,,F,35.0,,0.0,2018-04-19 11:00:25,16,Менеджер по закупкам
820471,,UTL,,,,,,M,30.0,MAR,0.0,2018-02-07 09:02:55,2,Собственный официальный бизнес
933728,,,,,,UTL,,M,35.0,MAR,0.0,2018-04-21 11:55:24,16,
501737,,,,,,UTL,,M,30.0,,0.0,2017-03-03 13:04:03,11,
810244,,UTL,,,,,,F,25.0,DIV,0.0,2018-01-08 08:07:32,16,Следователь
777659,,UTL,,,,,,F,35.0,CIV,0.0,2017-12-06 10:28:27,22,
326634,,UTL,,,,,,M,25.0,MAR,1.0,2016-06-05 10:40:39,16,специалист-эксперт отдела администрирования страховых взносов и взыскания задолженности
478335,,UTL,,,UTL,UTL,,M,25.0,UNM,0.0,2017-02-02 12:48:21,4,Руководитель организации
593247,,,,,,UTL,,M,35.0,DIV,1.0,2017-08-02 08:16:14,20,Слесарь-ремонтник
709088,,UTL,,,,,,F,35.0,MAR,0.0,2017-09-24 11:36:00,20,Водитель троллейбуса
773836,,,,,,UTL,,M,45.0,UNM,0.0,2018-06-24 12:31:55,20,водитель
273726,,UTL,,,,UTL,,M,35.0,MAR,0.0,2016-02-09 09:39:32,16,Менеджер поектов
553342,,,,,,UTL,,F,25.0,,0.0,2017-05-07 12:00:29,11,
714019,,,,,,UTL,,F,80.0,,,2017-11-04 11:51:06,22,
597898,,UTL,,,,,,M,30.0,UNM,0.0,2017-07-01 18:09:53,16,Звукорежиссер
43986,,UTL,,UTL,,UTL,,F,30.0,MAR,0.0,2012-06-17 06:01:18,16,МЛАДШИЙ РАЗРАБОТЧИК ПРОГРАМНОГО ОБЕСПЕЧЕНИЯ
611291,,,,,,UTL,,M,30.0,,0.0,2017-06-29 20:01:49,17,Руководитель подразделения
505805,,UTL,,,,,,M,20.0,MAR,0.0,2017-03-08 08:05:10,16,ОПЕРАТОР РАЗМЕТОЧНОГО АВТОМОБ
146236,UTL,UTL,,,,,,M,30.0,MAR,0.0,2015-07-20 10:50:43,16,инженер
244948,,,OPN,UTL,,UTL,,M,35.0,,0.0,2015-12-02 09:43:53,22,
678105,,UTL,,,,,,M,30.0,UNM,0.0,2017-09-06 07:08:00,16,менеджер по продажам
286016,,,,UTL,,UTL,,F,30.0,MAR,0.0,2016-03-07 11:01:31,22,
79146,UTL,UTL,OPN,CLS,UTL,UTL,,M,25.0,UNM,0.0,2014-08-08 12:03:25,16,СЛЕДОВАТЕЛЬ
119046,,,,,,UTL,,M,30.0,,,2014-03-08 13:38:12,22,Главный инженер проекта
700140,,UTL,,,,UTL,,M,45.0,DIV,0.0,2017-09-19 11:41:25,17,
922096,,CLS,,,UTL,UTL,,M,30.0,MAR,0.0,2018-05-11 09:51:04,20,Водитель
61167,,UTL,,,,,,M,35.0,CIV,0.0,2014-02-28 18:50:01,1,РУБЩИКХ
613819,,,,,,UTL,,F,25.0,,0.0,2017-06-26 13:58:26,11,
174095,,,,UTL,,UTL,,M,35.0,,,2015-03-21 10:17:53,11,НЕИЗВЕСТНО
284475,,UTL,,,,UTL,,F,45.0,DIV,0.0,2016-03-09 12:52:20,16,Оператор домашнего колцентра
919716,,UTL,,,,,,F,60.0,UNM,0.0,2018-05-03 12:59:37,21,посудомойщица
847675,,,,,,UTL,,M,40.0,,0.0,2018-02-07 13:07:22,22,начальник отдела АСУТП
574193,,,,,,UTL,,F,40.0,,0.0,2017-06-07 02:52:37,17,Начальник отдела продаж
747445,,,,,,UTL,,F,20.0,UNM,,2018-04-03 10:19:07,22,
359284,,OPN,,,,UTL,,M,35.0,UNM,0.0,2018-01-22 10:18:59,22,
474625,,,,,,UTL,,M,25.0,,0.0,2017-02-01 13:46:19,11,
666447,,,,CLS,,UTL,,M,25.0,,0.0,2017-08-09 16:01:06,16,Ведущий инженер
317707,,OPN,,,,UTL,,M,50.0,UNM,1.0,2018-05-20 16:45:48,2,Собственный неофициальный бизнес
366512,UTL,UTL,,,,,,M,30.0,UNM,0.0,2016-10-18 06:59:39,16,
281509,,,,,,UTL,,M,40.0,DIV,0.0,2016-02-25 08:46:22,1,Неруководящий сотрудник - обсл. Персонал
861946,,UTL,,,,,,M,45.0,UNM,0.0,2018-02-26 04:31:24,22,
267582,,,,,,UTL,,F,20.0,,0.0,2016-02-23 12:25:57,11,
534013,,,,,,UTL,,M,20.0,,0.0,2017-04-14 12:04:26,11,
574578,,,,,,UTL,,F,50.0,,0.0,2017-05-22 19:26:16,22,врач-рентгенолог
555596,,UTL,,,,UTL,,M,35.0,,0.0,2017-05-03 09:30:40,22,Начальник управления методологии и автоматизации
796567,,,,UTL,,UTL,,M,35.0,,0.0,2017-12-19 09:36:47,22,
810842,,,,,,UTL,,M,25.0,,0.0,2018-01-05 17:40:29,11,
514889,,,,,,UTL,,F,25.0,,0.0,2017-03-23 12:29:53,22,
445240,,UTL,,,,,,M,30.0,UNM,0.0,2017-01-22 03:20:09,20,механик
569989,,UTL,,,UTL,UTL,,F,25.0,UNM,0.0,2017-06-06 09:27:53,2,Собственный официальный бизнес
808738,,UTL,,,,,,M,40.0,MAR,0.0,2018-02-14 13:24:26,8,
561211,,UTL,,,,,,F,30.0,MAR,0.0,2017-05-10 16:25:19,16,медсестра
11873,,,,CLS,,UTL,,M,30.0,,,2013-11-02 19:23:42,22,главный специалист
822331,,UTL,,,,,,F,35.0,CIV,0.0,2018-01-15 10:14:38,22,
501325,UTL,UTL,,,,,,F,30.0,UNM,0.0,2017-03-11 09:39:06,16,
854771,,,,,,UTL,,F,40.0,MAR,0.0,2018-02-13 09:35:42,16,Архитектор
429058,,UTL,,,,UTL,,M,25.0,MAR,0.0,2016-12-11 23:13:24,2,Собственный официальный бизнес
552929,,UTL,,,,UTL,,M,30.0,MAR,0.0,2017-05-05 05:13:45,17,Руководитель подразделения
379570,,UTL,,,,UTL,,M,35.0,MAR,0.0,2016-09-08 11:27:44,17,
