answer_id,score
50547,-0.36
50548,0.39
50549,-0.2
50550,-0.61
50551,-0.63
50552,0.1
50553,0.19
50554,0.01
50555,-0.98
50556,-0.17
50557,0.46
50558,0.71
50559,0.8
50560,-0.08
50561,0.48
50562,-0.6
50563,-0.66
50564,-0.94
50565,0.6
50566,0.81
50567,0.88
50568,0.63
50569,-0.41
50570,-0.49
50571,0.25
50572,-0.01
50573,0.57
50574,0.31
50575,-0.23
50576,-0.82
50577,-0.74
50578,-0.68
50579,0.85
50580,-0.48
50581,0.22
50582,-0.03
50583,0.73
50584,0.98
50585,-0.42
50586,-0.96
50587,0.3
50588,0.03
50589,-0.12
50590,-0.89
50591,0.22
50592,-0.99
50593,0.83
50594,0.35
50595,-0.15
50596,0.61
50597,0.44
50598,-0.78
50599,-0.44
50600,0.14
50601,0.55
50602,0.33
50603,0.08
50604,-0.12
50605,-0.14
50606,0.98
50607,0.61
50608,-0.54
50609,-0.2
50610,0.77
50611,-0.66
50612,0.04
50613,0.08
50614,-0.27
50615,0.65
50616,-0.46
50617,-0.3
50618,0.54
50619,0.73
50620,-0.66
50621,0.09
50622,-0.3
50623,0.57
50624,0.75
50625,-0.31
50626,-0.02
50627,-0.64
50628,-0.47
50629,0.74
50630,0.81
50631,-0.07
50632,0.39
50633,0.08
50634,-0.21
50635,-0.38
50636,0.68
50637,-0.92
50638,0.42
50639,-0.21
50640,0.36
50641,0.22
50642,-0.72
50643,0.75
50644,0.64
50645,-0.96
50646,-0.87
50647,0.37
50648,-0.33
50649,0.03
50650,0.62
50651,0.97
50652,-0.61
50653,-0.8
50654,-0.36
50655,-0.19
50656,0.85
50657,-0.42
50658,0.08
50659,-0.23
50660,0.82
50661,0.32
50662,0.51
50663,-0.96
50664,0.2
50665,-0.37
50666,-0.42
50667,-0.22
50668,-0.97
50669,0.76
50670,0.7
50671,0.73
50672,-0.99
50673,0.48
50674,0.28
50675,0.56
50676,-0.01
50677,0.85
50678,0.74
50679,0.61
50680,0.76
50681,0.81
50682,0.94
50683,0.66
50684,-0.09
50685,-0.55
50686,0.03
50687,0.13
50688,0.38
50689,0.94
50690,0.15
50691,0.38
50692,-0.56
50693,-0.12
50694,0.08
50695,0.85
50696,0.51
50697,-0.63
50698,-0.14
50699,0.77
50700,-0.93
50701,0.2
50702,0.04
50703,-0.97
50704,-0.85
50705,-0.26
50706,-0.56
50707,-1.0
50708,0.3
50709,0.8
50710,0.29
50711,0.46
50712,-0.2
50713,-0.09
50714,0.73
50715,0.32
50716,0.69
50717,-0.72
50718,-0.4
50719,-0.61
50720,0.5
50721,0.7
50722,-0.34
50723,-0.47
50724,-0.75
50725,-0.23
50726,-0.8
50727,-0.48
50728,-0.04
50729,0.29
50730,0.14
50731,0.27
50732,0.94
50733,-0.57
50734,0.83
50735,0.91
50736,0.32
50737,0.2
50738,-0.91
50739,-0.29
50740,-0.96
50741,-0.27
50742,0.74
50743,-0.14
50744,-0.29
50745,-0.25
50746,-0.33
50747,-0.58
50748,-0.54
50749,0.84
50750,-0.57
50751,0.12
50752,0.85
50753,0.39
50754,0.74
50755,-0.43
50756,0.54
50757,-0.96
50758,0.92
50759,0.15
50760,-0.42
50761,-0.59
50762,-0.84
50763,0.95
50764,0.42
50765,0.91
50766,-0.05
50767,0.62
50768,0.04
50769,-0.69
50770,0.15
50771,-0.45
50772,0.61
50773,0.36
50774,0.33
50775,-0.81
50776,-0.05
50777,0.63
50778,-0.78
50779,0.51
50780,0.51
50781,0.31
50782,-0.12
50783,-0.29
50784,0.94
50785,-0.05
50786,0.27
50787,0.64
50788,-0.84
50789,0.56
50790,0.32
50791,-0.59
50792,0.19
50793,-0.05
50794,0.52
50795,0.63
50796,-0.21
50797,0.64
50798,0.74
50799,-0.98
50800,-0.91
50801,0.86
50802,0.8
50803,0.32
50804,0.23
50805,0.41
50806,-0.07
50807,0.29
50808,-0.86
50809,-0.61
50810,-0.54
50811,0.41
50812,-0.77
50813,0.76
50814,-0.27
50815,0.59
50816,-0.89
50817,0.28
50818,0.53
50819,0.57
50820,-0.66
50821,0.9
50822,-0.32
50823,-0.8
50824,0.07
50825,-0.21
50826,0.51
50827,-0.92
50828,-0.41
50829,0.18
50830,-0.24
50831,0.07
50832,0.46
50833,0.8
50834,0.97
50835,-0.08
50836,-0.85
50837,-0.36
50838,0.69
50839,-0.95
50840,0.71
50841,0.79
50842,-0.91
50843,0.82
50844,-0.5
50845,-0.61
50846,-0.28
50847,-0.14
50848,0.53
50849,0.94
50850,-0.7
50851,0.96
50852,-0.2
50853,-0.59
50854,-0.89
50855,0.55
50856,0.25
50857,-0.06
50858,-0.24
50859,0.84
50860,0.89
50861,-0.34
50862,-0.8
50863,-0.3
50864,-0.66
50865,-0.42
50866,-0.34
50867,0.06
50868,0.77
50869,0.92
50870,0.09
50871,0.54
50872,0.03
50873,-0.75
50874,-0.33
50875,0.58
50876,-0.25
50877,0.14
50878,0.61
50879,-0.34
50880,-0.02
50881,-0.22
50882,-0.87
50883,0.83
50884,0.55
50885,-0.24
50886,0.23
50887,-0.12
50888,0.18
50889,-0.53
50890,-0.1
50891,-0.03
50892,0.06
50893,-0.57
50894,0.34
50895,-0.78
50896,0.15
50897,-0.67
50898,-0.68
50899,-0.93
50900,-0.55
50901,0.61
50902,0.82
50903,0.18
50904,-0.66
50905,0.08
50906,0.61
50907,0.36
50908,-0.55
50909,-0.12
50910,0.53
50911,-0.36
50912,0.78
50913,-0.19
50914,0.94
50915,0.01
50916,-0.06
50917,0.51
50918,-0.55
50919,-0.01
50920,-0.03
50921,-0.64
50922,0.59
50923,-0.14
50924,0.45
50925,-0.61
50926,0.08
50927,0.12
50928,0.82
50929,0.52
50930,0.18
50931,-0.58
50932,0.52
50933,-0.17
50934,0.8
50935,-0.32
50936,0.69
50937,0.34
50938,-0.18
50939,0.35
50940,0.03
50941,0.16
50942,-0.61
50943,0.83
50944,-0.9
50945,0.76
50946,-0.34
50947,0.24
50948,-0.63
50949,-0.22
50950,-0.26
50951,0.68
50952,-0.56
50953,-0.23
50954,-0.03
50955,0.95
50956,0.83
50957,-0.22
50958,-0.01
50959,-0.96
50960,0.09
50961,0.24
50962,-0.39
50963,0.31
50964,-0.38
50965,-0.64
50966,-0.13
50967,-0.89
50968,0.83
50969,0.54
50970,-0.81
50971,0.32
50972,0.71
50973,-0.22
50974,-0.29
50975,0.68
50976,-0.48
50977,-0.31
50978,0.12
50979,-0.04
50980,0.18
50981,-0.89
50982,0.31
50983,-0.23
50984,0.77
50985,0.77
50986,0.88
50987,-0.08
50988,0.8
50989,-0.73
50990,0.72
50991,-0.49
50992,-0.67
50993,0.45
50994,0.17
50995,0.83
50996,-0.57
50997,-0.69
50998,0.63
50999,0.63
51000,0.27
51001,-0.55
51002,0.64
51003,1.0
51004,0.75
51005,-0.18
51006,-0.76
51007,0.75
51008,0.65
51009,0.21
51010,0.31
51011,0.47
51012,-0.66
51013,0.49
51014,-0.63
51015,0.13
51016,0.95
51017,0.91
51018,0.3
51019,-0.81
51020,-0.69
51021,-0.21
51022,-0.41
51023,-0.49
51024,0.07
51025,-0.91
51026,-0.37
51027,0.91
51028,0.68
51029,0.69
51030,0.74
51031,-0.36
51032,-0.93
51033,0.76
51034,-0.16
51035,-0.51
51036,0.76
51037,0.94
51038,0.51
51039,-0.42
51040,0.44
51041,0.56
51042,0.55
51043,-0.45
51044,-0.69
51045,-0.85
51046,0.92
51047,-0.37
51048,-0.4
51049,0.36
51050,0.88
51051,0.66
51052,0.42
51053,-0.25
51054,-0.25
51055,0.79
51056,-0.51
51057,0.39
51058,-0.27
51059,-0.98
51060,-0.64
51061,0.85
51062,-0.43
51063,-0.02
51064,-0.73
51065,0.82
51066,0.94
51067,-0.83
51068,0.95
51069,-0.6
51070,0.06
51071,0.49
51072,-0.35
51073,-0.3
51074,0.4
51075,-0.03
51076,0.25
51077,-0.52
51078,0.33
51079,0.7
51080,-0.31
51081,0.61
51082,0.67
51083,0.81
51084,0.81
51085,-0.21
51086,0.49
51087,0.56
51088,-0.6
51089,-0.43
51090,0.2
51091,0.73
51092,0.55
51093,-1.0
51094,-0.92
51095,0.0
51096,-0.85
51097,-0.63
51098,-0.2
51099,0.8
51100,0.16
51101,0.93
51102,0.54
51103,0.45
51104,0.97
51105,-0.44
51106,0.46
51107,0.24
51108,0.89
51109,-0.21
51110,0.26
51111,-0.32
51112,-0.64
51113,-0.6
51114,-0.66
51115,0.62
51116,0.91
51117,0.56
51118,0.76
51119,0.36
51120,0.31
51121,0.4
51122,0.66
51123,0.72
51124,0.83
51125,-0.6
51126,0.83
51127,-0.56
51128,0.69
51129,-0.9
51130,-0.94
51131,0.33
51132,0.5
51133,-0.75
51134,-0.5
51135,-0.6
51136,0.89
51137,-0.79
51138,0.1
51139,-0.16
51140,-0.34
51141,0.68
51142,-0.64
51143,0.84
51144,0.29
51145,0.26
51146,-0.18
51147,0.71
51148,0.72
51149,0.09
51150,0.46
51151,-0.15
51152,-0.36
51153,0.6
51154,0.29
51155,0.58
51156,-0.74
51157,-0.38
51158,0.18
51159,0.89
51160,-0.24
51161,-0.94
51162,0.2
51163,-0.3
51164,0.1
51165,-0.44
51166,0.97
51167,0.68
51168,-0.6
51169,-1.0
51170,-0.22
51171,-0.16
51172,-0.42
51173,0.4
51174,0.24
51175,-0.87
51176,-0.82
51177,0.39
51178,0.86
51179,0.52
51180,0.9
51181,0.05
51182,-0.07
51183,-0.13
51184,-0.62
51185,-0.67
51186,0.83
51187,-0.07
51188,-0.28
51189,-0.57
51190,0.7
51191,0.64
51192,0.33
51193,-0.89
51194,-0.76
51195,-0.38
51196,0.21
51197,0.24
51198,0.56
51199,-0.86
51200,0.36
51201,-0.62
51202,-0.19
51203,-0.2
51204,0.26
51205,-0.98
51206,0.45
51207,-0.9
51208,-0.1
51209,0.32
51210,-0.65
51211,-0.38
51212,0.16
51213,0.49
51214,0.11
51215,0.01
51216,0.58
51217,0.3
51218,0.1
51219,0.23
51220,-0.36
51221,0.45
51222,-0.96
51223,-0.81
51224,-0.47
51225,-0.92
51226,-0.67
51227,-0.47
51228,0.49
51229,0.42
51230,-0.72
51231,-0.93
51232,-0.64
51233,0.98
51234,0.01
51235,0.49
51236,-0.05
51237,0.11
51238,0.93
51239,0.13
51240,0.41
51241,-0.41
51242,-0.89
51243,0.78
51244,0.7
51245,-0.1
51246,-0.64
51247,-0.28
51248,-0.93
51249,-0.63
51250,0.62
51251,-0.38
51252,0.12
51253,-0.44
51254,-0.11
51255,-0.26
51256,-0.13
51257,-0.51
51258,0.0
51259,0.26
51260,-0.43
51261,-0.03
51262,-0.64
51263,-0.44
51264,-0.31
51265,-0.87
51266,-0.66
51267,-0.36
51268,-0.36
51269,-0.78
51270,-0.89
51271,0.44
51272,-0.79
51273,0.64
51274,0.12
51275,0.17
51276,0.24
51277,-0.98
51278,0.93
51279,0.5
51280,0.87
51281,0.43
51282,0.75
51283,-0.47
51284,0.79
51285,0.79
51286,-0.47
51287,0.12
51288,-0.82
51289,-0.93
51290,0.58
51291,0.44
51292,0.88
51293,-0.04
51294,-0.9
51295,0.97
51296,0.51
51297,-0.14
51298,0.14
51299,-0.51
51300,0.41
51301,0.31
51302,0.23
51303,0.63
51304,-0.04
51305,-0.11
51306,0.18
51307,-0.34
51308,-0.4
51309,0.26
51310,-0.4
51311,-0.1
51312,-0.44
51313,-0.47
51314,-0.8
51315,0.04
51316,-0.48
51317,-0.94
51318,-0.7
51319,0.4
51320,-0.89
51321,0.39
51322,0.09
51323,0.85
51324,0.09
51325,0.02
51326,0.06
51327,0.02
51328,0.12
51329,0.81
51330,-0.45
51331,0.19
51332,0.51
51333,0.8
51334,0.2
51335,0.96
51336,-0.3
51337,0.32
51338,0.42
51339,-0.14
51340,0.89
51341,-0.09
51342,0.02
51343,0.03
51344,-0.77
51345,-0.66
51346,-0.36
51347,0.5
51348,-0.4
51349,0.78
51350,0.8
51351,0.65
51352,0.88
51353,0.89
51354,0.43
51355,0.21
51356,0.57
51357,-0.3
51358,0.72
51359,-0.6
51360,-0.94
51361,-0.4
51362,0.91
51363,0.82
51364,-0.45
51365,-0.66
51366,0.98
51367,-0.43
51368,0.75
51369,0.56
51370,0.66
51371,0.29
51372,-1.0
51373,-0.31
51374,-0.54
51375,-0.29
51376,-0.23
51377,0.2
51378,0.28
51379,0.31
51380,-0.98
51381,0.02
51382,-0.43
51383,0.17
51384,-0.81
51385,0.29
51386,-0.87
51387,-0.54
51388,0.88
51389,-0.13
51390,-0.39
51391,-0.99
51392,0.72
51393,-0.76
51394,0.63
51395,-0.87
51396,0.21
51397,-0.16
51398,-0.14
51399,0.94
51400,-0.65
51401,-0.5
51402,0.33
51403,0.87
51404,0.92
51405,-0.46
51406,0.97
51407,0.5
51408,0.11
51409,0.96
51410,-0.32
51411,-0.31
51412,0.24
51413,-0.32
51414,-0.66
51415,0.26
51416,-0.19
51417,0.06
51418,0.54
51419,-0.56
51420,-0.95
51421,-0.32
51422,0.66
51423,-0.59
51424,0.21
51425,0.04
51426,0.47
51427,-0.67
51428,-0.76
51429,0.98
51430,0.38
51431,-0.25
51432,0.7
51433,0.92
51434,0.12
51435,0.57
51436,-0.94
51437,0.37
51438,0.03
51439,0.08
51440,-0.74
51441,-0.86
51442,0.96
51443,0.65
51444,0.83
51445,-0.77
51446,-0.64
51447,-0.95
51448,0.47
51449,0.23
51450,-0.2
51451,0.72
51452,0.0
51453,-0.13
51454,-0.14
51455,0.34
51456,0.23
51457,-0.11
51458,0.69
51459,0.58
51460,0.84
51461,0.01
51462,0.01
51463,-0.96
51464,0.92
51465,-0.56
51466,-0.06
51467,0.35
51468,0.11
51469,0.24
51470,0.77
51471,-0.37
51472,0.48
51473,0.63
51474,0.78
51475,-0.58
51476,-0.49
51477,0.85
51478,-0.98
51479,-0.14
51480,-0.24
51481,0.73
51482,0.1
51483,-0.25
51484,-0.32
51485,-0.85
51486,-0.79
51487,0.43
51488,0.6
51489,0.41
51490,-0.64
51491,-0.86
51492,0.73
51493,-0.71
51494,-0.75
51495,-0.33
51496,-0.72
51497,0.29
51498,0.82
51499,-0.34
51500,-0.22
51501,-0.05
51502,0.05
51503,0.32
51504,0.76
51505,-0.82
51506,0.52
51507,-0.14
51508,0.28
51509,-0.12
51510,0.02
51511,-0.84
51512,-0.49
51513,-0.34
51514,0.04
51515,-0.61
51516,-0.09
51517,-0.45
51518,0.95
51519,0.6
51520,0.97
51521,0.32
51522,-0.76
51523,-0.31
51524,0.9
51525,0.22
51526,0.58
51527,0.14
51528,0.77
51529,-0.75
51530,0.29
51531,0.51
51532,0.09
51533,0.51
51534,0.0
51535,0.89
51536,0.12
51537,0.4
51538,0.73
51539,0.92
51540,0.51
51541,0.79
51542,-0.96
51543,-0.58
51544,-0.72
51545,0.75
51546,-0.37
51547,-0.76
51548,0.8
51549,-0.93
51550,0.3
51551,-0.72
51552,0.31
51553,0.04
51554,0.07
51555,-0.9
51556,-0.63
51557,0.27
51558,0.78
51559,-0.6
51560,-0.1
51561,-0.54
51562,0.42
51563,-0.62
51564,-0.48
51565,-0.12
51566,0.04
51567,0.8
51568,-0.7
51569,0.36
51570,0.23
51571,-0.62
51572,-0.85
51573,-0.91
51574,-0.43
51575,0.05
51576,-0.75
51577,-0.01
51578,0.14
51579,-0.68
51580,-0.48
51581,0.78
51582,-0.54
51583,-0.91
51584,0.25
51585,0.53
51586,-0.6
51587,0.13
51588,-0.48
51589,0.31
51590,0.03
51591,-0.21
51592,0.2
51593,-0.19
51594,-0.58
51595,0.25
51596,0.92
51597,0.45
51598,0.24
51599,0.06
51600,-0.35
51601,-0.93
51602,0.65
51603,0.2
51604,-0.91
51605,-0.85
51606,-0.68
51607,0.51
51608,0.17
51609,-0.99
51610,0.49
51611,0.64
51612,0.39
51613,-0.89
51614,-0.41
51615,0.67
51616,-0.57
51617,-0.59
51618,0.28
51619,-0.27
51620,0.89
51621,0.32
51622,0.92
51623,-0.01
51624,-0.05
51625,-0.1
51626,-0.28
51627,0.3
51628,0.38
51629,-0.13
51630,0.94
51631,-0.36
51632,0.0
51633,-0.48
51634,0.59
51635,-0.7
51636,-0.82
51637,0.34
51638,0.46
51639,0.84
51640,0.53
51641,-0.53
51642,-0.02
51643,-0.92
51644,0.59
51645,0.87
51646,-0.71
51647,0.17
51648,0.6
51649,0.17
51650,0.53
51651,-0.52
51652,0.96
51653,-0.13
51654,0.6
51655,-0.51
51656,-0.42
51657,-0.86
51658,0.89
51659,0.94
51660,0.3
51661,-0.64
51662,-0.65
51663,0.67
51664,0.7
51665,-0.6
51666,0.73
51667,-0.9
51668,0.64
51669,0.15
51670,0.83
51671,-0.04
51672,-0.36
51673,0.56
51674,0.62
51675,0.45
51676,-0.17
51677,0.74
51678,0.79
51679,0.79
51680,0.97
51681,0.82
51682,0.06
51683,-0.38
51684,-0.8
51685,-0.7
51686,0.74
51687,0.87
51688,0.23
51689,0.12
51690,0.94
51691,-0.09
51692,-0.88
51693,-0.09
51694,0.75
51695,-0.8
51696,0.98
51697,-0.74
51698,0.05
51699,0.75
51700,0.45
51701,0.33
51702,0.37
51703,0.43
51704,0.09
51705,-0.9
51706,-0.85
51707,0.68
51708,0.53
51709,0.31
51710,0.58
51711,0.43
51712,-0.69
51713,0.61
51714,0.7
51715,0.89
51716,0.85
51717,-0.15
51718,-0.89
51719,-0.8
51720,-0.2
51721,0.32
51722,-0.3
51723,0.84
51724,0.43
51725,0.45
51726,-0.52
51727,-0.64
51728,-0.8
51729,0.51
51730,-0.72
51731,-0.24
51732,0.96
51733,0.67
51734,-0.69
51735,0.71
51736,0.29
51737,-0.41
51738,0.25
51739,0.88
51740,-0.7
51741,0.73
51742,-0.65
51743,0.44
51744,0.07
51745,0.95
51746,-0.84
51747,0.77
51748,0.83
51749,-0.87
51750,0.19
51751,0.42
51752,0.92
51753,-0.69
51754,-0.42
51755,0.54
51756,-0.17
51757,-0.54
51758,0.8
51759,0.33
51760,0.47
51761,-0.75
51762,0.91
51763,0.46
51764,-0.43
51765,0.31
51766,-0.99
51767,0.98
51768,0.81
51769,0.11
51770,0.31
51771,-0.34
51772,-0.25
51773,-0.84
51774,-0.3
51775,-0.16
51776,0.86
51777,-0.6
51778,-0.1
51779,-0.73
51780,0.89
51781,-0.47
51782,0.19
51783,0.04
51784,0.07
51785,0.98
51786,-0.71
51787,0.17
51788,-0.96
51789,-0.48
51790,0.31
51791,-0.71
51792,-0.91
51793,0.68
51794,-0.21
51795,-1.0
51796,0.33
51797,0.66
51798,0.87
51799,0.86
51800,0.82
51801,-0.47
51802,-0.21
51803,0.49
51804,-0.95
51805,0.74
51806,0.78
51807,0.61
51808,0.06
51809,-0.21
51810,0.92
51811,-0.28
51812,0.6
51813,0.72
51814,0.5
51815,0.03
51816,0.64
51817,0.29
51818,-0.7
51819,-0.94
51820,-0.75
51821,0.15
51822,-0.33
51823,0.57
51824,0.93
51825,0.06
51826,-0.15
51827,0.28
51828,0.95
51829,0.5
51830,-0.77
51831,0.9
51832,-0.95
51833,-0.21
51834,-0.22
51835,-0.57
51836,0.04
51837,-0.73
51838,0.12
51839,-0.72
51840,0.93
51841,-0.07
51842,-0.46
51843,0.17
51844,0.93
51845,1.0
51846,0.08
51847,-0.45
51848,-0.17
51849,-0.93
51850,-0.9
51851,0.22
51852,0.19
51853,-0.98
51854,0.84
51855,0.78
51856,-0.53
51857,-0.16
51858,-0.6
51859,-0.23
51860,0.87
51861,-0.21
51862,0.96
51863,-0.39
51864,0.04
51865,-0.21
51866,-0.89
51867,-0.76
51868,0.67
51869,-0.27
51870,-0.07
51871,0.12
51872,-0.12
51873,-0.53
51874,0.3
51875,-0.25
51876,-0.55
51877,0.11
51878,-0.28
51879,-0.3
51880,0.51
51881,0.8
51882,-0.8
51883,-0.19
51884,0.93
51885,0.55
51886,-0.92
51887,0.91
51888,-0.5
51889,-0.74
51890,0.25
51891,0.0
51892,0.23
51893,0.19
51894,0.08
51895,-0.63
51896,-0.07
51897,-0.46
51898,-0.7
51899,0.2
51900,-0.17
51901,0.32
51902,0.67
51903,0.62
51904,0.83
51905,0.48
51906,0.19
51907,0.28
51908,-0.41
51909,-0.33
51910,-0.17
51911,0.16
51912,0.09
51913,0.39
51914,-0.99
51915,1.0
51916,-0.23
51917,-0.35
51918,0.35
51919,-0.3
51920,-0.23
51921,-0.02
51922,0.41
51923,0.52
51924,-0.51
51925,-0.58
51926,0.98
51927,0.01
51928,-0.52
51929,0.83
51930,0.16
51931,-0.95
51932,-0.76
51933,-0.99
51934,0.82
51935,0.89
51936,-0.92
51937,0.39
51938,-0.12
51939,0.65
51940,-0.57
51941,0.42
51942,-0.97
51943,-0.51
51944,-0.62
51945,0.2
51946,0.32
51947,-0.9
51948,0.94
51949,0.61
51950,0.14
51951,-0.37
51952,0.77
51953,0.88
51954,0.93
51955,0.47
51956,0.83
51957,-0.4
51958,0.64
51959,-0.31
51960,0.71
51961,-0.45
51962,-0.23
51963,-0.01
51964,0.37
51965,-0.96
51966,0.35
51967,0.5
51968,-0.47
51969,-0.59
51970,-0.03
51971,-0.66
51972,-0.96
51973,-0.82
51974,-0.02
51975,-0.07
51976,0.37
51977,0.59
51978,0.21
51979,1.0
51980,0.11
51981,-0.31
51982,0.23
51983,0.71
51984,0.06
51985,0.76
51986,0.06
51987,-0.61
51988,0.54
51989,-0.09
51990,-0.24
51991,-0.66
51992,0.2
51993,-0.24
51994,-0.78
51995,-0.07
51996,-0.58
51997,0.2
51998,0.52
51999,-0.48
52000,0.82
52001,-0.74
52002,-0.82
52003,0.14
52004,0.59
52005,-0.17
52006,-0.85
52007,0.06
52008,0.43
52009,-0.55
52010,0.85
52011,-0.27
52012,-0.75
52013,-0.02
52014,0.92
52015,-0.84
52016,0.75
52017,-0.83
52018,0.96
52019,-0.06
52020,0.92
52021,-0.55
52022,0.79
52023,-0.56
52024,-0.18
52025,-0.17
52026,0.49
52027,0.95
52028,-0.65
52029,-0.87
52030,0.02
52031,-0.89
52032,0.01
52033,-0.1
52034,0.71
52035,0.22
52036,-0.94
52037,-0.67
52038,-0.42
52039,-0.59
52040,-0.01
52041,0.8
52042,0.21
52043,-0.05
52044,-0.17
52045,0.44
52046,0.05
52047,-0.88
52048,-0.01
52049,-0.64
52050,-0.14
52051,0.21
52052,0.11
52053,0.03
52054,-0.47
52055,-0.01
52056,0.59
52057,0.9
52058,-0.78
52059,0.17
52060,0.47
52061,0.64
52062,-0.81
52063,-0.99
52064,0.99
52065,0.42
52066,-0.33
52067,-0.35
52068,0.8
52069,-0.67
52070,0.93
52071,0.59
52072,0.56
52073,0.93
52074,-0.13
52075,-0.63
52076,0.81
52077,0.56
52078,0.77
52079,0.65
52080,-0.25
52081,0.36
52082,0.58
52083,0.63
52084,0.69
52085,0.82
52086,-0.89
52087,-0.16
52088,0.93
52089,0.75
52090,0.5
52091,0.3
52092,-0.68
52093,0.77
52094,0.24
52095,-0.57
52096,0.39
52097,-0.29
52098,-0.4
52099,0.54
52100,0.89
52101,0.53
52102,0.64
52103,0.83
52104,-0.71
52105,0.49
52106,0.85
52107,-0.16
52108,-0.17
52109,-0.43
52110,-0.21
52111,-0.24
52112,0.51
52113,0.19
52114,-0.61
52115,0.92
52116,-0.17
52117,0.75
52118,0.56
52119,0.41
52120,0.09
52121,0.85
52122,-0.22
52123,0.91
52124,0.79
52125,-0.48
52126,0.28
52127,-0.42
52128,-0.66
52129,0.09
52130,0.0
52131,-0.39
52132,0.24
52133,-0.59
52134,0.05
52135,0.26
52136,-0.73
52137,0.84
52138,0.8
52139,0.63
52140,-0.25
52141,0.81
52142,-0.02
52143,0.55
52144,-0.2
52145,-0.28
52146,0.59
52147,0.64
52148,-0.36
52149,-0.61
52150,0.31
52151,-0.44
52152,-0.96
52153,0.7
52154,-0.96
52155,0.57
52156,-0.39
52157,0.03
52158,0.65
52159,-0.3
52160,0.63
52161,0.6
52162,0.56
52163,-0.35
52164,0.29
52165,0.36
52166,-0.57
52167,0.68
52168,-0.41
52169,-0.42
52170,0.98
52171,-0.35
52172,-0.36
52173,0.71
52174,-0.79
52175,-0.82
52176,0.01
52177,0.66
52178,-0.2
52179,0.94
52180,-0.95
52181,-0.68
52182,-0.5
52183,-0.63
52184,0.87
52185,0.11
52186,-0.21
52187,0.65
52188,0.63
52189,0.0
52190,-0.52
52191,0.59
52192,-0.36
52193,-0.36
52194,-0.93
52195,0.05
52196,-0.57
52197,0.96
52198,-0.09
52199,0.21
52200,-0.97
52201,0.94
52202,-0.61
52203,-0.03
52204,0.56
52205,-0.85
52206,0.26
52207,0.41
52208,-0.71
52209,-0.42
52210,0.07
52211,-0.6
52212,0.95
52213,-0.89
52214,-0.28
52215,0.41
52216,0.62
52217,0.0
52218,0.96
52219,-0.39
52220,0.92
52221,-0.97
52222,-0.95
52223,0.13
52224,0.45
52225,-0.17
52226,-0.54
52227,0.46
52228,0.86
52229,-0.15
52230,0.25
52231,0.99
52232,0.08
52233,-0.63
52234,-0.12
52235,0.35
52236,-0.09
52237,-0.79
52238,0.74
52239,0.13
52240,0.83
52241,-0.59
52242,0.31
52243,-0.96
52244,0.4
52245,0.16
52246,0.01
52247,-0.7
52248,-0.26
52249,-0.26
52250,-0.97
52251,-0.81
52252,0.82
52253,0.33
52254,-0.33
52255,-0.79
52256,0.01
52257,-0.89
52258,-0.55
52259,-0.28
52260,0.43
52261,0.29
52262,0.9
52263,0.76
52264,-0.74
52265,-0.63
52266,0.38
52267,-0.63
52268,-0.41
52269,-0.7
52270,0.43
52271,-0.31
52272,0.29
52273,-0.82
52274,0.64
52275,0.31
52276,-0.57
52277,0.94
52278,-0.49
52279,-0.72
52280,0.44
52281,0.28
52282,0.95
52283,-0.21
52284,0.14
52285,-0.35
52286,-0.14
52287,-0.86
52288,0.02
52289,0.85
52290,-0.43
52291,0.95
52292,-0.81
52293,-0.87
52294,-0.74
52295,-0.72
52296,0.81
52297,-0.03
52298,0.18
52299,-0.86
52300,-0.13
52301,0.29
52302,0.09
52303,-0.26
52304,-0.67
52305,-0.96
52306,0.08
52307,-0.31
52308,0.77
52309,-0.02
52310,0.5
52311,-0.07
52312,0.4
52313,-0.06
52314,0.73
52315,-0.47
52316,0.06
52317,0.24
52318,-0.87
52319,-0.43
52320,0.41
52321,0.29
52322,-0.28
52323,0.06
52324,-0.01
52325,-0.26
52326,-0.16
52327,-0.93
52328,-0.54
52329,0.52
52330,0.26
52331,-0.32
52332,0.17
52333,0.47
52334,0.69
52335,0.77
52336,-0.81
52337,-0.31
52338,0.83
52339,-0.54
52340,0.35
52341,0.42
52342,0.75
52343,-0.17
52344,-0.86
52345,-0.05
52346,0.36
52347,-0.33
52348,0.41
52349,-0.52
52350,-0.73
52351,-0.71
52352,0.46
52353,0.81
52354,0.69
52355,0.02
52356,0.25
52357,-0.49
52358,0.86
52359,-0.83
52360,-0.91
52361,-0.3
52362,-0.86
52363,0.01
52364,-0.48
52365,0.06
52366,-0.35
52367,-0.32
52368,0.84
52369,-0.61
52370,-0.88
52371,-0.6
52372,-0.63
52373,0.07
52374,0.9
52375,0.19
52376,-0.21
52377,0.01
52378,-0.28
52379,-0.51
52380,0.88
52381,0.53
52382,-0.5
52383,0.67
52384,-0.07
52385,0.31
52386,-0.64
52387,0.41
52388,-0.61
52389,0.41
52390,0.51
52391,-0.73
52392,0.03
52393,-0.64
52394,-0.35
52395,-0.55
52396,0.23
52397,0.19
52398,0.25
52399,0.43
52400,0.24
52401,0.67
52402,-0.43
52403,0.87
52404,-0.15
52405,0.47
52406,0.51
52407,-0.84
52408,-0.93
52409,-0.15
52410,0.33
52411,0.32
52412,-0.84
52413,0.41
52414,-0.92
52415,0.02
52416,-0.94
52417,-0.56
52418,0.47
